ticket_id,customer_id,issue_type,resolution_time_minutes,csat_score
S1420419,C009155,App Issue,81,2
S8110574,C001076,Service Quality,95,5
S2091461,C010795,App Issue,82,2
S2816501,C001791,App Issue,26,4
S2532889,C019327,Service Quality,35,3
S8472003,C006364,App Issue,174,1
S9049225,C011861,App Issue,223,3
S9822371,C013366,App Issue,154,3
S9247726,C006699,Membership Cancellation,117,3
S6346558,C018095,Membership Cancellation,8,4
S7330755,C008659,Billing,23,3
S7759949,C001259,Billing,220,2
S6752961,C002349,Billing,156,3
S1662503,C017183,Billing,68,2
S9294480,C010058,Billing,169,1
S2166318,C017659,App Issue,147,5
S4315825,C017644,Billing,163,1
S9649260,C006116,Service Quality,166,3
S1107342,C006090,Membership Cancellation,51,1
S3018905,C013766,Service Quality,88,4
S6852607,C014629,Service Quality,147,5
S5875413,C019271,Membership Cancellation,92,1
S3357424,C019605,Service Quality,153,4
S3387433,C004797,Service Quality,21,2
S7375444,C011204,Service Quality,47,4
S9066835,C005852,Billing,86,1
S4401067,C000837,Service Quality,196,1
S8120493,C003411,Membership Cancellation,108,2
S8504482,C006493,Billing,61,5
S2822924,C004070,Service Quality,53,5
S5766950,C016430,Service Quality,108,4
S4216377,C001979,Service Quality,202,3
S3513870,C015070,App Issue,223,5
S4676932,C014210,Membership Cancellation,208,5
S8822265,C017801,App Issue,108,3
S4680170,C013846,Membership Cancellation,55,3
S2989645,C004937,Service Quality,175,5
S2965522,C016189,Service Quality,88,1
S5054127,C017365,App Issue,80,4
S3044696,C017570,Membership Cancellation,60,2
S5809182,C018641,Service Quality,73,5
S3536594,C012001,App Issue,64,5
S6512717,C012398,Membership Cancellation,221,3
S7887053,C001285,App Issue,84,5
S7914605,C017641,Billing,21,1
S1314641,C003771,Billing,99,4
S7756281,C004892,Membership Cancellation,204,5
S1425046,C012744,Membership Cancellation,92,2
S1469313,C019408,Membership Cancellation,83,2
S8754212,C006287,App Issue,138,3
S1583116,C019465,Billing,214,1
S8872333,C017845,App Issue,99,2
S7349912,C015524,Service Quality,129,3
S2090298,C009669,App Issue,237,3
S5490346,C012726,Billing,125,5
S5996603,C008296,App Issue,62,3
S7734803,C012449,Membership Cancellation,134,5
S6859205,C017554,Billing,62,4
S3535953,C005530,Billing,197,3
S1448760,C014546,Service Quality,198,4
S3343100,C010565,Billing,180,2
S5889645,C015336,App Issue,158,5
S9862226,C000652,Billing,163,1
S6542974,C019170,Service Quality,147,2
S4219718,C013149,Billing,123,1
S5913417,C000902,Billing,106,1
S2708533,C014584,Billing,109,3
S1810251,C005186,Service Quality,109,3
S1609635,C006612,Service Quality,220,2
S9237263,C014506,App Issue,193,2
S9665628,C012724,Billing,178,5
S5517938,C001549,Service Quality,28,3
S6138102,C010778,App Issue,171,1
S4397279,C001869,App Issue,189,3
S3595319,C014742,Billing,204,2
S1581019,C019159,App Issue,120,1
S9674028,C009032,Service Quality,57,3
S6638760,C017110,Billing,123,2
S2948297,C003459,App Issue,167,1
S7752848,C014581,App Issue,187,4
S2852625,C010811,App Issue,201,2
S9853096,C016872,Membership Cancellation,97,3
S2187569,C004981,Billing,94,1
S5235977,C006648,Service Quality,174,1
S5413621,C016816,Service Quality,62,2
S1318808,C013131,Membership Cancellation,206,2
S7060620,C019724,Billing,25,4
S7678745,C003601,App Issue,7,1
S4990450,C002394,Billing,22,5
S7698561,C012898,Membership Cancellation,43,2
S9926116,C000169,Service Quality,191,4
S7104829,C003170,Billing,122,4
S3195031,C016159,Service Quality,101,3
S2226393,C012022,Service Quality,103,2
S5083132,C018785,Membership Cancellation,164,4
S6609488,C015231,Membership Cancellation,19,1
S8640894,C010864,App Issue,221,5
S2540584,C010561,Service Quality,203,2
S8047837,C004888,Service Quality,209,4
S5383550,C003694,Membership Cancellation,222,5
S8248176,C012206,Service Quality,188,4
S5367383,C004978,App Issue,128,4
S8255010,C009754,Service Quality,130,5
S1117515,C003412,Billing,167,2
S3223287,C007041,Billing,142,2
S3180146,C004129,Service Quality,38,3
S3213471,C006561,App Issue,106,2
S6603955,C002572,Billing,84,1
S9759618,C014735,Membership Cancellation,224,1
S1857345,C009129,Billing,10,5
S5871686,C018902,Service Quality,54,3
S6268767,C009515,App Issue,171,4
S6056967,C015731,App Issue,30,1
S8903605,C014554,Service Quality,29,2
S8212190,C015920,Membership Cancellation,9,2
S3536484,C000912,App Issue,219,3
S9494033,C007570,Service Quality,36,5
S6777155,C004532,Membership Cancellation,120,3
S6323767,C005783,Billing,21,5
S7725168,C006044,App Issue,120,2
S1031440,C005168,Service Quality,146,5
S2260360,C011756,App Issue,118,5
S5657572,C002818,Membership Cancellation,234,4
S8416913,C019222,App Issue,87,5
S2234153,C011235,Service Quality,97,4
S6448619,C015142,Billing,164,2
S5792322,C006994,Service Quality,157,1
S6816845,C003295,App Issue,97,3
S1389908,C010379,Billing,28,4
S9932596,C002519,Service Quality,194,1
S2903602,C005847,App Issue,49,4
S6123410,C014726,App Issue,105,3
S5650157,C013842,Service Quality,46,1
S5674333,C002404,App Issue,79,4
S1394232,C018262,Billing,146,5
S5742881,C003770,App Issue,40,2
S3871731,C013825,App Issue,161,2
S4183966,C016636,Membership Cancellation,72,2
S9784512,C015708,Billing,201,4
S4884961,C017747,Membership Cancellation,111,2
S8863395,C019898,Billing,208,2
S9156899,C009769,Membership Cancellation,42,1
S2404305,C011069,App Issue,19,1
S9087171,C001749,Billing,170,3
S8201847,C014019,App Issue,134,3
S9054377,C015309,Service Quality,211,2
S8961458,C009316,Service Quality,237,5
S9756232,C009079,Membership Cancellation,58,2
S2803659,C014427,App Issue,195,2
S4726807,C017217,Billing,19,5
S1676156,C014916,Membership Cancellation,49,1
S2882606,C004484,App Issue,212,5
S8802943,C008323,Billing,216,1
S3696927,C008533,App Issue,52,5
S3099073,C002665,Membership Cancellation,217,5
S7887812,C013665,Membership Cancellation,60,2
S8125470,C008279,Service Quality,140,3
S8547428,C009584,App Issue,208,1
S9220568,C013629,Membership Cancellation,118,4
S8400271,C016577,Service Quality,166,2
S5888560,C014337,Billing,15,5
S6141938,C015766,App Issue,31,2
S4563057,C005745,Service Quality,126,4
S5118202,C010195,Membership Cancellation,214,3
S1916934,C017680,Billing,36,4
S1451353,C001262,Membership Cancellation,186,1
S1285351,C002388,Billing,15,2
S8965249,C006856,Billing,14,1
S4842386,C012732,Service Quality,131,4
S2738711,C016583,Membership Cancellation,125,3
S1631572,C009252,Billing,94,4
S5254133,C015904,Billing,79,4
S8249749,C000732,App Issue,83,4
S6233142,C014813,Service Quality,108,4
S3527225,C009959,Billing,214,5
S5561598,C007843,Service Quality,235,4
S7836468,C006032,Service Quality,47,3
S3160032,C014932,Billing,45,1
S6841765,C016757,Billing,235,5
S7706028,C000307,Membership Cancellation,191,4
S6199957,C015035,Billing,162,3
S6808201,C015273,App Issue,200,5
S9183617,C014387,Billing,28,4
S7435976,C004839,Service Quality,93,1
S4835851,C001731,Membership Cancellation,125,1
S6592768,C018730,App Issue,76,1
S7969153,C016217,Service Quality,60,1
S4342853,C004734,Service Quality,91,5
S7629438,C015704,App Issue,103,1
S4358356,C014880,App Issue,151,1
S9108148,C014059,Billing,53,4
S3231119,C009319,Membership Cancellation,162,1
S8526722,C015845,Membership Cancellation,196,5
S4944711,C006471,App Issue,112,5
S2685428,C014026,Service Quality,35,3
S8952097,C005861,Service Quality,208,2
S8480345,C010584,Billing,112,3
S8865255,C015141,Billing,105,4
S6629563,C010558,Membership Cancellation,204,5
S4220729,C019667,Membership Cancellation,193,5
S6748425,C007824,Membership Cancellation,117,4
S3258874,C011939,Service Quality,202,2
S4000369,C008836,Billing,38,2
S8440338,C018304,Service Quality,187,3
S2332820,C014174,App Issue,179,3
S7829426,C016195,App Issue,88,2
S5782215,C009547,Membership Cancellation,147,3
S7383325,C011723,App Issue,144,4
S9063920,C014921,Membership Cancellation,188,4
S8391117,C005566,Membership Cancellation,168,4
S1100497,C002936,Service Quality,29,3
S4508928,C009428,Billing,25,4
S4782759,C014002,Billing,120,2
S4913858,C001183,App Issue,88,5
S5315157,C005369,App Issue,116,1
S9615822,C001944,Membership Cancellation,223,5
S3859540,C009336,Billing,192,5
S6344686,C005520,Membership Cancellation,43,3
S2060903,C002887,Service Quality,211,4
S2740102,C002593,App Issue,86,4
S4333096,C005614,Membership Cancellation,193,5
S7471535,C007232,Service Quality,211,1
S7750176,C007328,Service Quality,38,5
S1923534,C008267,Membership Cancellation,215,4
S7666851,C019935,App Issue,185,5
S3886288,C014784,App Issue,106,5
S8109545,C010185,App Issue,194,2
S8165088,C014712,Billing,45,5
S9610287,C019112,Billing,100,3
S3152583,C019518,Billing,221,2
S3479277,C003224,Membership Cancellation,203,5
S7116220,C018932,Membership Cancellation,53,5
S3346741,C015603,Service Quality,181,1
S5084685,C012463,App Issue,131,2
S8171502,C005111,Membership Cancellation,229,3
S6656929,C009099,App Issue,107,4
S4112746,C007849,Billing,27,3
S3060512,C011675,Service Quality,205,1
S2539798,C005640,Billing,90,1
S3591800,C005351,App Issue,181,2
S8167070,C014539,Billing,16,4
S2894069,C018784,Service Quality,99,5
S5821749,C005266,Membership Cancellation,201,5
S6000034,C017780,Billing,228,5
S9685438,C007556,Billing,29,2
S5967004,C004545,Service Quality,34,3
S1940651,C015218,Billing,88,1
S5579275,C003403,Service Quality,6,3
S2391953,C008602,Billing,233,2
S9862094,C011299,Billing,39,4
S1170144,C004354,App Issue,115,1
S6523203,C015462,Membership Cancellation,221,4
S4804488,C003187,Membership Cancellation,63,3
S6050778,C011780,Billing,167,4
S5668647,C018499,Service Quality,147,5
S6543831,C005398,App Issue,58,2
S5379194,C017816,App Issue,86,2
S9391398,C010848,Service Quality,139,3
S1361314,C016747,App Issue,113,1
S5379741,C010560,App Issue,158,3
S9563702,C008138,Billing,213,4
S2759021,C013514,Billing,141,5
S2799806,C016017,Membership Cancellation,56,2
S3608185,C009926,Membership Cancellation,240,4
S7140221,C006087,App Issue,180,1
S9248859,C009789,Service Quality,98,4
S5558666,C004975,Membership Cancellation,144,1
S8014158,C015310,Billing,169,2
S8271853,C013387,Membership Cancellation,209,5
S7027577,C014604,Billing,170,5
S1543676,C005672,Billing,71,2
S6779942,C007746,Billing,103,2
S2092820,C018009,Membership Cancellation,98,3
S6381774,C002198,Membership Cancellation,173,4
S4805817,C012793,Membership Cancellation,33,5
S4404873,C002998,Membership Cancellation,24,2
S1064545,C005379,Membership Cancellation,48,4
S9464667,C012394,Service Quality,158,2
S6638713,C004589,Billing,118,3
S6683552,C006939,Service Quality,200,3
S4530497,C016112,Service Quality,205,3
S6237026,C000702,App Issue,156,5
S6559248,C007174,App Issue,195,3
S3953685,C010705,App Issue,240,2
S1727300,C010773,Membership Cancellation,149,2
S6717877,C011499,Membership Cancellation,5,5
S5064943,C019873,Billing,135,1
S5624535,C000514,Service Quality,82,1
S1954795,C004463,Membership Cancellation,76,1
S5069628,C014468,App Issue,145,1
S9173180,C007437,Service Quality,86,5
S1178051,C015786,Billing,208,4
S4669642,C017995,Membership Cancellation,170,3
S1072853,C008109,Membership Cancellation,226,2
S2137039,C004130,Service Quality,224,5
S2371901,C003594,App Issue,156,5
S4657530,C011805,Service Quality,108,5
S3634592,C014425,Membership Cancellation,213,4
S7070377,C000189,Membership Cancellation,197,5
S1813398,C017342,App Issue,66,2
S6184264,C002947,Billing,158,1
S8257266,C007103,App Issue,103,1
S4978518,C012720,Billing,77,4
S6669212,C004167,Billing,76,5
S3256623,C005527,Service Quality,232,5
S9640879,C001325,App Issue,168,5
S7516587,C015001,Billing,81,3
S9381830,C000776,App Issue,119,4
S1978153,C008453,Membership Cancellation,102,4
S9508890,C012988,Service Quality,160,2
S6842448,C013390,Service Quality,168,1
S1353829,C004385,Service Quality,217,3
S3537101,C002218,Membership Cancellation,177,2
S1392419,C013731,Service Quality,238,1
S5115812,C018718,Billing,193,1
S3782720,C011716,Billing,180,5
S1769834,C011994,Billing,97,4
S3172741,C002836,Membership Cancellation,193,4
S9490010,C015203,Billing,101,3
S3570987,C018525,App Issue,125,4
S1387303,C005101,Billing,38,4
S4996524,C019752,Service Quality,166,5
S5016337,C005660,Membership Cancellation,210,1
S6177344,C007101,Membership Cancellation,65,3
S3792872,C007279,App Issue,109,1
S2763850,C015283,App Issue,76,5
S9949408,C007627,Service Quality,114,5
S6998487,C000083,Membership Cancellation,186,3
S2886163,C015345,Billing,105,5
S2996754,C003163,Service Quality,196,4
S2562290,C016631,Billing,92,2
S2567450,C000231,Service Quality,183,4
S6934398,C011677,Billing,162,3
S4823906,C019335,Service Quality,94,3
S7262505,C015227,Billing,71,3
S8352750,C012205,Service Quality,182,5
S5333831,C006285,Membership Cancellation,52,1
S3714836,C009606,Membership Cancellation,201,4
S5451406,C019196,Billing,98,4
S9646756,C009924,App Issue,60,5
S9953683,C013801,Billing,45,5
S2753409,C017009,Membership Cancellation,161,1
S3643074,C001694,Service Quality,189,1
S6544422,C004381,Membership Cancellation,195,2
S2380248,C000095,Service Quality,134,2
S6505879,C006540,Billing,126,2
S3003235,C002750,App Issue,116,1
S5254655,C005529,Service Quality,207,1
S7604195,C016772,Membership Cancellation,55,5
S5664139,C018927,Service Quality,236,5
S4974958,C019578,Billing,218,2
S9045430,C010877,Membership Cancellation,56,5
S5048224,C016610,Service Quality,30,2
S9786653,C002035,Billing,84,4
S9888412,C002559,Service Quality,152,4
S4907609,C016424,App Issue,72,5
S9770756,C004827,Membership Cancellation,41,3
S2252395,C005285,Service Quality,71,1
S7353186,C005811,Service Quality,144,3
S5343193,C009318,App Issue,5,4
S7580410,C013764,App Issue,49,2
S3089452,C004840,Membership Cancellation,215,5
S3045256,C014251,App Issue,19,2
S9677195,C001484,Billing,222,5
S1481851,C017080,Membership Cancellation,133,2
S6662980,C007254,Service Quality,207,4
S4358768,C006589,Service Quality,221,3
S6185088,C015988,Billing,128,1
S3872697,C009176,App Issue,20,4
S6315260,C013562,Billing,228,4
S4464680,C016826,Service Quality,237,5
S2365350,C001391,Membership Cancellation,128,2
S8965286,C007161,Service Quality,45,3
S7743411,C017367,Billing,114,1
S1891326,C017724,Membership Cancellation,184,1
S3598593,C014444,Billing,213,4
S9048622,C002003,Membership Cancellation,155,4
S9198420,C014246,Billing,41,2
S7250168,C008896,App Issue,157,1
S9008488,C015597,App Issue,11,5
S1348173,C009662,Membership Cancellation,228,2
S6502892,C005747,App Issue,237,4
S6708451,C005078,App Issue,122,2
S4319954,C015557,Billing,55,5
S9120188,C013768,Membership Cancellation,29,3
S9083942,C003865,Billing,203,1
S9837096,C018294,Service Quality,9,1
S7091351,C019848,App Issue,217,2
S1474154,C011413,App Issue,215,1
S9314601,C000136,Billing,146,1
S3266564,C016707,Billing,87,1
S7792976,C014823,Billing,11,2
S9329218,C008666,App Issue,50,5
S8416296,C013129,Membership Cancellation,40,2
S7211642,C007518,Membership Cancellation,133,4
S5786053,C008281,Service Quality,192,5
S9143982,C018158,Service Quality,68,3
S6139831,C015134,App Issue,11,2
S9284845,C013180,Membership Cancellation,153,5
S7637346,C013967,Membership Cancellation,230,3
S2384878,C015373,Membership Cancellation,161,5
S8441417,C015990,Membership Cancellation,172,4
S7635303,C012109,Billing,205,2
S2458281,C011804,Membership Cancellation,156,5
S7289391,C014512,Service Quality,143,3
S9404447,C019907,Billing,79,2
S8193236,C003917,App Issue,176,2
S2185247,C004738,Membership Cancellation,169,3
S6860209,C001393,Billing,111,3
S2426758,C012285,Membership Cancellation,217,5
S3764689,C003307,Service Quality,111,4
S8241838,C013026,Billing,38,3
S7397600,C006286,Billing,76,3
S9307829,C009799,Service Quality,106,4
S9812945,C015029,Membership Cancellation,160,3
S8307949,C001803,Billing,156,4
S9799095,C016415,Service Quality,151,3
S7762771,C007686,Billing,10,5
S3870705,C006224,Membership Cancellation,224,4
S7692246,C003918,App Issue,214,5
S9080834,C004692,Membership Cancellation,172,4
S4099525,C001899,Membership Cancellation,143,3
S4240716,C002900,Billing,113,5
S8352869,C011529,Service Quality,52,4
S3320550,C002383,App Issue,212,2
S4950338,C010631,App Issue,125,3
S2240956,C005869,App Issue,139,2
S4422907,C019517,Membership Cancellation,188,1
S1779759,C015484,Service Quality,217,1
S5242593,C001788,Billing,25,2
S6092822,C011171,Service Quality,50,1
S7070255,C002638,App Issue,19,4
S4743983,C012098,Membership Cancellation,120,3
S2619146,C014371,Service Quality,43,5
S5210107,C009718,App Issue,195,5
S3067162,C018152,Membership Cancellation,78,4
S9299490,C008651,Membership Cancellation,216,2
S7045490,C018544,Membership Cancellation,148,4
S5399929,C019951,Membership Cancellation,158,1
S7109228,C001152,App Issue,76,2
S3522723,C018266,App Issue,240,1
S1872842,C001232,Membership Cancellation,47,2
S4076801,C013473,Service Quality,33,3
S1877269,C002870,App Issue,191,5
S7104860,C012446,App Issue,123,4
S6114873,C013873,Billing,167,2
S4153713,C000123,Service Quality,121,2
S6243844,C004037,Membership Cancellation,91,3
S9408442,C014523,Membership Cancellation,143,3
S3459277,C016723,Billing,171,5
S7426921,C010915,App Issue,170,2
S4013515,C006105,Service Quality,42,5
S7011509,C003078,App Issue,14,4
S5131442,C007062,App Issue,39,4
S2661615,C012703,Service Quality,49,2
S9518115,C018327,Membership Cancellation,35,1
S9932305,C018719,Billing,212,5
S3056239,C006521,Membership Cancellation,188,2
S7069100,C008250,Billing,204,2
S8948909,C017879,Billing,159,4
S1784531,C000482,App Issue,40,1
S3050379,C017722,App Issue,123,4
S6201226,C007749,App Issue,173,4
S4914939,C011553,Billing,67,5
S5551711,C015281,App Issue,144,1
S7045763,C002843,Billing,140,1
S2926892,C015522,Service Quality,155,5
S1739750,C019488,App Issue,87,1
S4552655,C017015,Service Quality,145,3
S5458261,C012810,Service Quality,215,4
S1883408,C011752,Service Quality,178,2
S4475370,C003541,Service Quality,121,3
S6819938,C001023,App Issue,25,2
S1152349,C012987,App Issue,134,2
S7037471,C015515,Billing,187,2
S4560678,C015248,App Issue,236,1
S4607046,C006849,Membership Cancellation,218,4
S4187541,C011902,Billing,211,1
S3061810,C014632,Membership Cancellation,221,2
S1024821,C006840,Membership Cancellation,80,2
S6850677,C019775,Membership Cancellation,71,2
S2241705,C014775,Billing,200,5
